./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.629.jpg,[0.4910957]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.562.jpg,[0.49033934]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.615.jpg,[0.4898696]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.630.jpg,[0.48973072]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.633.jpg,[0.48960793]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.616.jpg,[0.48951]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.571.jpg,[0.48944992]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.618.jpg,[0.48933053]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.560.jpg,[0.48917854]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.634.jpg,[0.4889876]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.572.jpg,[0.48874098]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.613.jpg,[0.48874032]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.627.jpg,[0.48817566]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.617.jpg,[0.48800892]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.628.jpg,[0.48763466]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.614.jpg,[0.4876274]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.632.jpg,[0.48751366]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.631.jpg,[0.48716453]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.625.jpg,[0.48654613]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.624.jpg,[0.48635846]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.619.jpg,[0.48591858]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.577.jpg,[0.48456937]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.635.jpg,[0.48415622]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.620.jpg,[0.4834527]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.575.jpg,[0.48320302]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.639.jpg,[0.48281658]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.570.jpg,[0.48180935]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.638.jpg,[0.48170862]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.626.jpg,[0.48130518]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.621.jpg,[0.48098773]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.636.jpg,[0.48095506]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.622.jpg,[0.48070514]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.637.jpg,[0.48020214]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.603.jpg,[0.47888]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.602.jpg,[0.4779054]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.601.jpg,[0.47479546]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.578.jpg,[0.47430784]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.600.jpg,[0.4742992]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.559.jpg,[0.47381687]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.558.jpg,[0.4694545]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.579.jpg,[0.46779907]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.581.jpg,[0.46655092]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.580.jpg,[0.46556276]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.599.jpg,[0.46546963]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.595.jpg,[0.46006757]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.598.jpg,[0.458116]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.597.jpg,[0.45739263]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.555.jpg,[0.4546255]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.582.jpg,[0.453246]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.556.jpg,[0.45293403]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.557.jpg,[0.4495613]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.596.jpg,[0.44913328]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.594.jpg,[0.44896466]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.583.jpg,[0.445951]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.584.jpg,[0.442789]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.586.jpg,[0.44235277]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.588.jpg,[0.44177386]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.587.jpg,[0.44099724]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.585.jpg,[0.4390939]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.593.jpg,[0.43725535]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.589.jpg,[0.43272984]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.592.jpg,[0.4285984]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.590.jpg,[0.42756566]
./YouTubeFaces/frame_images_DB_224x224\Aaron_Eckhart\0\0.591.jpg,[0.42626634]
